brand,years,usingyears,tag_price,cc,gasoline,max_,compression,doors,source,mileage,type_number,certificate,residual_value
LEXUS,2015,3,185,2500,¨Tªo,208,12,4,8891,48000,4,0,55.13513514
NISSAN,2009,9,59.5,1600,¨Tªo,105,9.8,5,abc,158561,4,0,55.12605042
MITSUBISHI,2015,3,59.5,1500,¨Tªo,112,10.5,5,8891,25000,7,0,55.12605042
MITSUBISHI,2016,2,59.5,1500,¨Tªo,112,10.5,5,8891,10000,7,0,55.12605042
MAZDA,2010,8,84.9,2500,¨Tªo,167,9.7,5,8891,90000,1,0,55.12367491
TOYOTA,2014,4,84.9,2000,¨Tªo,148,9.8,4,8891,50000,1,0,55.12367491
TOYOTA,2012,6,84.9,2000,¨Tªo,148,9.8,4,8891,70000,1,0,55.12367491
TOYOTA,2014,4,84.9,2000,¨Tªo,148,9.8,4,8891,32000,1,0,55.12367491
VOLKSWAGEN,2014,4,190.3,2000,®ãªo,180,16.5,4,SUM,62000,3,1,55.12348923
TOYOTA,2010,8,76.2,2000,¨Tªo,141,10,5,8891,98000,4,0,55.11811024
FORD,2012,6,63.5,1800,¨Tªo,132,10.8,5,UCar,75141,3,0,55.11811024
MAZDA,2016,2,99.8,1500,®ãªo,105,14.8,5,8891,21000,1,0,55.11022044
FORD,2014,4,99.8,1600,¨Tªo,177,10,5,Yahoo,64410,5,0,55.11022044
NISSAN,2009,9,499,3800,¨Tªo,480,9,2,8891,30000,1,0,55.11022044
NISSAN,2015,3,73.5,1800,¨Tªo,131,9.9,4,8891,31000,7,0,55.10204082
LEXUS,2014,4,196,2500,ªo¹q,223,13,4,Yahoo,27000,7,0,55.10204082
NISSAN,2013,5,55.9,1600,¨Tªo,105,9.8,5,8891,66000,1,0,55.09838998
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,39000,5,0,55.09641873
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,25000,5,0,55.09641873
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,83000,5,0,55.09499136
MITSUBISHI,2014,4,57.9,1500,¨Tªo,112,10.5,5,abc,30215,4,0,55.09499136
MITSUBISHI,2016,2,59.9,1500,¨Tªo,112,10.5,5,8891,20000,8,0,55.0918197
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,8891,56000,4,0,55.0918197
TOYOTA,2011,7,59.9,1500,¨Tªo,109,10.5,5,8891,81000,3,0,55.0918197
TOYOTA,2011,7,59.9,1500,¨Tªo,109,10.5,5,8891,65000,3,0,55.0918197
TOYOTA,2011,7,59.9,1500,¨Tªo,109,10.5,5,abc,35000,3,0,55.0918197
HONDA,2016,2,65.9,1500,¨Tªo,120,10.3,5,8891,26000,3,0,55.08345979
TOYOTA,2013,5,126.9,2000,¨Tªo,200,12.5,2,abc,25000,3,0,55.08274232
TOYOTA,2012,6,126.9,2000,¨Tªo,200,12.5,2,abc,18200,3,0,55.08274232
HONDA,2009,9,69.9,1800,¨Tªo,140,10.5,4,8891,80000,2,0,55.07868383
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,8891,155000,1,0,55.07246377
TOYOTA,2010,8,138,2400,¨Tªo,170,9.8,5,8891,133000,2,0,55.07246377
MAZDA,2008,10,75.9,2000,¨Tªo,148,10.8,5,8891,140000,4,0,55.07246377
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,SUM,80096,1,0,55.07246377
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,8891,62000,1,0,55.07246377
TOYOTA,2011,7,95.9,2400,¨Tªo,170,9.8,5,8891,145000,6,0,55.05735141
TOYOTA,2011,7,95.9,2400,¨Tªo,170,9.8,5,8891,90000,6,0,55.05735141
MAZDA,2012,6,99.9,2000,¨Tªo,147,10,5,8891,70000,1,0,55.05505506
NISSAN,2013,5,99.9,2500,¨Tªo,170,9.6,5,8891,42000,4,0,55.05505506
MAZDA,2012,6,99.9,2000,¨Tªo,147,10,4,SUM,22000,2,0,55.05505506
HONDA,2011,7,99.9,1300,¨Tªo,98/17.0kgm,10.8,5,UCar,35931,1,0,55.05505506
TOYOTA,2013,5,119.9,2500,ªo¹q,205,12.5,4,abc,82010,3,0,55.04587156
NISSAN,2016,2,72.5,1600,¨Tªo,115,9.8,5,8891,20000,6,0,55.03448276
LEXUS,2012,6,265,3500,¨Tªo,277,10.8,5,8891,70000,1,1,55.01886792
LEXUS,2012,6,265,3500,¨Tªo,277,10.8,5,SUM,69503,1,1,55.01886792
MITSUBISHI,2009,9,66.9,1800,¨Tªo,143,10.5,4,8891,180000,2,0,55.00747384
HONDA,2013,5,66.9,1500,¨Tªo,120,10.4,5,8891,79000,1,0,55.00747384
MITSUBISHI,2010,8,66.9,1800,¨Tªo,143,10.5,4,8891,96000,1,0,55.00747384
FORD,2013,5,66.9,1600,¨Tªo,125,11,5,8891,62000,1,0,55.00747384
HONDA,2014,4,66.9,1500,¨Tªo,120,10.4,5,8891,32000,1,0,55.00747384
FORD,2013,5,66.9,1600,¨Tªo,125,11,5,8891,32000,1,0,55.00747384
HONDA,2012,6,66.9,1500,¨Tªo,120,10.4,5,8891,45000,1,0,55.00747384
HONDA,2012,6,66.9,1500,¨Tªo,120,10.4,5,8891,40000,1,0,55.00747384
HONDA,2012,6,66.9,1500,¨Tªo,120,10.4,5,8891,36000,1,0,55.00747384
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,SUM,163656,2,0,55.00705219
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,160000,3,0,55.00705219
MITSUBISHI,2014,4,70.9,1800,¨Tªo,143,10.5,4,8891,50000,3,0,55.00705219
HONDA,2010,8,70.9,1800,¨Tªo,140,10.5,4,8891,83000,1,0,55.00705219
MITSUBISHI,2012,6,70.9,1800,¨Tªo,143,10.5,4,8891,62000,3,0,55.00705219
MITSUBISHI,2013,5,70.9,1800,¨Tªo,143,10.5,4,8891,45000,3,0,55.00705219
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,94000,3,0,55.00705219
MITSUBISHI,2012,6,70.9,1800,¨Tªo,143,10.5,4,8891,58000,3,0,55.00705219
MITSUBISHI,2011,7,88.9,2400,¨Tªo,172,10.5,5,8891,60000,6,0,55.0056243
MAZDA,2012,6,90.9,2500,¨Tªo,167,9.7,5,UCar,91003,1,0,55.00550055
TOYOTA,2012,6,106.9,2500,ªo¹q,205,12.5,4,abc,67083,5,1,55.00467727
TOYOTA,2012,6,106.9,2500,ªo¹q,205,12.5,4,abc,50000,5,0,55.00467727
TOYOTA,2015,3,126.9,2000,¨Tªo,200,12.5,2,8891,35000,2,0,55.00394011
TOYOTA,2013,5,126.9,2000,¨Tªo,200,12.5,2,8891,42000,3,0,55.00394011
TOYOTA,2012,6,126.9,2000,¨Tªo,200,12.5,2,8891,56000,3,0,55.00394011
TOYOTA,2012,6,126.9,2000,¨Tªo,200,12.5,2,8891,50000,3,0,55.00394011
TOYOTA,2013,5,126.9,2000,¨Tªo,200,12.5,2,8891,28000,3,0,55.00394011
TOYOTA,2014,4,126.9,2000,¨Tªo,200,12.5,2,8891,23000,2,0,55.00394011
TOYOTA,2013,5,126.9,2000,¨Tªo,200,12.5,2,8891,21000,3,0,55.00394011
TOYOTA,2012,6,126.9,2000,¨Tªo,200,12.5,2,8891,21000,3,0,55.00394011
LEXUS,2015,3,176,1800,ªo¹q,136,13,5,Yahoo,61794,6,0,55
TOYOTA,2010,8,160,2400,¨Tªo,170,9.8,5,Yahoo,113000,3,0,55
LEXUS,2015,3,176,1800,ªo¹q,136,13,5,Yahoo,15000,6,0,55
LEXUS,2015,3,176,1800,ªo¹q,136,13,5,8891,14000,6,0,55
NISSAN,2012,6,600,3800,¨Tªo,545,9,2,8891,20000,2,0,55
NISSAN,2012,6,600,3800,¨Tªo,545,9,2,UCar,20000,2,0,55
NISSAN,2008,10,65.5,1800,¨Tªo,126,9.9,4,UCar,139816,6,0,54.96183206
NISSAN,2008,10,65.5,1800,¨Tªo,126,9.9,4,UCar,78412,6,0,54.96183206
VOLKSWAGEN,2013,5,102.8,1600,®ãªo,105,16.5,5,8891,76000,1,0,54.96108949
HONDA,2009,9,97.9,2400,¨Tªo,170,9.7,5,8891,120000,1,0,54.95403473
TOYOTA,2013,5,93.9,2500,¨Tªo,181,10.4,4,8891,101000,2,1,54.95207668
FORD,2013,5,179.8,3700,¨Tªo,305,10.5,2,8891,20000,1,0,54.94994438
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,68000,1,0,54.94505495
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,61000,1,0,54.94505495
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,50000,1,0,54.94505495
FORD,2010,8,71.9,2300,¨Tªo,157,9.7,5,8891,63000,3,0,54.93741307
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,UCar,175000,4,0,54.9273021
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,UCar,113734,4,0,54.9273021
HONDA,2009,9,61.9,1500,¨Tªo,120,10.4,5,8891,1.00E+05,1,1,54.9273021
MITSUBISHI,2014,4,57.9,1500,¨Tªo,112,10.5,5,8891,84000,4,0,54.92227979
MITSUBISHI,2014,4,57.9,1500,¨Tªo,112,10.5,5,8891,80000,4,0,54.92227979
TOYOTA,2012,6,57.9,1500,¨Tªo,109,10.5,5,8891,1.00E+05,6,0,54.92227979
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,SUM,1.00E+05,5,0,54.92227979
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,99000,5,0,54.92227979
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,99000,5,0,54.92227979
MITSUBISHI,2014,4,57.9,1500,¨Tªo,112,10.5,5,8891,50000,4,0,54.92227979
MITSUBISHI,2014,4,57.9,1500,¨Tªo,112,10.5,5,8891,38000,4,0,54.92227979
LEXUS,2012,6,193,2700,¨Tªo,188,10,5,8891,53000,2,0,54.92227979
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,SUM,57859,5,1,54.92227979
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,57000,5,0,54.92227979
TOYOTA,2013,5,57.9,1500,¨Tªo,109,10.5,5,8891,20000,6,0,54.92227979
MITSUBISHI,2014,4,57.9,1500,¨Tªo,112,10.5,5,8891,15000,4,0,54.92227979
TOYOTA,2010,8,189,3500,¨Tªo,275,10.8,5,abc,91360,1,1,54.92063492
TOYOTA,2013,5,112.9,2500,¨Tªo,180,10.4,5,8891,19000,2,0,54.91585474
TOYOTA,2014,4,163.9,2400,¨Tªo,170,9.8,5,8891,30000,2,0,54.91153142
LEXUS,2013,5,255,3500,¨Tªo,277,10.8,5,UCar,68000,2,0,54.90196078
FORD,2015,3,92.9,1500,¨Tªo,180,10,5,8891,9581,3,0,54.8977395
TOYOTA,2009,9,72.5,2000,¨Tªo,141,10,4,abc,169936,3,1,54.89655172
NISSAN,2015,3,72.5,1600,¨Tªo,115,9.8,5,8891,37000,6,0,54.89655172
NISSAN,2014,4,72.5,1600,¨Tªo,115,9.8,5,8891,38000,6,0,54.89655172
NISSAN,2013,5,72.5,1600,¨Tªo,115,9.8,5,8891,31000,6,0,54.89655172
NISSAN,2015,3,72.5,1600,¨Tªo,115,9.8,5,8891,9000,6,0,54.89655172
TOYOTA,2014,4,84.9,2000,¨Tªo,148,9.8,4,8891,30000,1,0,54.88810365
TOYOTA,2013,5,84.9,2000,¨Tªo,148,9.8,4,8891,16000,1,0,54.88810365
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,8891,103000,3,0,54.8854041
TOYOTA,2012,6,119.9,2500,ªo¹q,205,12.5,4,8891,62000,3,0,54.87906589
TOYOTA,2016,2,72.9,1800,¨Tªo,140,10,4,8891,25000,4,0,54.8696845
FORD,2013,5,72.9,2000,¨Tªo,170,12,5,8891,70000,2,0,54.8696845
HONDA,2011,7,72.9,1800,¨Tªo,140,10.5,4,8891,88000,1,0,54.8696845
FORD,2011,7,72.9,2300,¨Tªo,157,9.7,5,UCar,71014,3,0,54.8696845
TOYOTA,2016,2,72.9,1800,¨Tªo,140,10,4,8891,4617,4,0,54.8696845
MAZDA,2010,8,68.9,1500,¨Tªo,103,10,5,8891,127000,3,0,54.86211901
LEXUS,2013,5,288,3500,¨Tªo,299,12.5,5,abc,80489,14,1,54.86111111
VOLKSWAGEN,2014,4,63.8,1600,¨Tªo,105,10.5,5,8891,23000,3,0,54.85893417
TOYOTA,2010,8,76.2,2000,¨Tªo,141,10,5,8891,81000,4,0,54.85564304
NISSAN,2013,5,99.9,2500,¨Tªo,170,9.6,5,8891,59000,4,0,54.85485485
MAZDA,2012,6,99.9,2000,¨Tªo,147,10,5,8891,20000,1,1,54.85485485
HONDA,2014,4,64.9,1500,¨Tªo,120,10.3,4,8891,35000,2,0,54.85362096
VOLKSWAGEN,2015,3,94.8,1200,¨Tªo,105,10.5,5,8891,10000,2,0,54.85232068
MITSUBISHI,2009,9,59.8,2400,¨Tªo,159,9.5,5,8891,99000,1,0,54.84949833
MITSUBISHI,2009,9,59.8,2400,¨Tªo,159,9.5,5,8891,81000,1,1,54.84949833
MAZDA,2015,3,121.8,2200,®ãªo,175,14,5,8891,15000,2,0,54.84400657
MITSUBISHI,2012,6,85.7,2400,¨Tªo,162,9.5,5,UCar,32441,5,0,54.84247375
MITSUBISHI,2010,8,83.9,2400,¨Tªo,172,10.5,5,UCar,113603,6,0,54.82717521
MITSUBISHI,2010,8,83.9,2400,¨Tªo,172,10.5,5,UCar,69000,6,0,54.82717521
MITSUBISHI,2009,9,83.9,2400,¨Tªo,172,9.7,5,abc,33251,4,0,54.82717521
LEXUS,2013,5,255,3500,¨Tªo,277,10.8,5,8891,68000,2,0,54.82352941
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,Yahoo,59775,5,0,54.82093664
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,56000,5,0,54.82093664
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,50000,5,0,54.82093664
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,39000,5,0,54.82093664
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,20000,5,0,54.82093664
VOLKSWAGEN,2012,6,105.8,1400,¨Tªo,122,10,4,8891,64000,2,0,54.82041588
NISSAN,2012,6,52.9,1600,¨Tªo,109,9.8,4,UCar,30000,2,0,54.82041588
MAZDA,2010,8,79.9,2000,¨Tªo,148,10.8,5,8891,115000,5,1,54.81852315
TOYOTA,2008,10,79.9,2000,¨Tªo,147,9.8,4,Yahoo,84190,1,0,54.81852315
MAZDA,2009,9,67.5,1500,¨Tªo,103,10,5,8891,69000,3,0,54.81481481
VOLKSWAGEN,2012,6,101.8,1400,¨Tªo,122,10,5,8891,126000,1,0,54.81335953
VOLKSWAGEN,2012,6,101.8,1400,¨Tªo,122,10,5,8891,79000,1,0,54.81335953
VOLKSWAGEN,2012,6,101.8,1400,¨Tªo,122,10,5,8891,10000,1,0,54.81335953
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,Yahoo,130000,3,0,54.80572597
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,116000,3,1,54.80572597
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,108000,3,0,54.80572597
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,78000,3,0,54.80572597
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,78000,3,0,54.80572597
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,Yahoo,75000,3,0,54.80572597
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,56000,3,0,54.80572597
FORD,2012,6,63.5,1800,¨Tªo,132,10.8,5,SUM,109997,1,0,54.80314961
MAZDA,2012,6,90.9,2500,¨Tªo,167,9.7,5,8891,65000,1,0,54.78547855
MAZDA,2014,4,136.9,2200,®ãªo,175,14,4,8891,103000,1,0,54.78451424
LEXUS,2013,5,199,2500,¨Tªo,208,12,4,8891,21000,2,0,54.77386935
HONDA,2013,5,63.9,1500,¨Tªo,120,10.4,5,8891,67000,1,0,54.77308294
HONDA,2013,5,63.9,1500,¨Tªo,120,10.4,5,Yahoo,44512,2,0,54.77308294
HONDA,2014,4,63.9,1500,¨Tªo,120,10.4,5,8891,20000,1,0,54.77308294
FORD,2011,7,77.6,2000,¨Tªo,148,10.8,5,8891,110000,3,0,54.76804124
NISSAN,2014,4,72.5,1600,¨Tªo,115,9.8,5,8891,44000,6,0,54.75862069
TOYOTA,2011,7,59.9,1500,¨Tªo,109,10.5,5,8891,123000,3,0,54.75792988
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,8891,56000,4,0,54.75792988
TOYOTA,2011,7,59.9,1500,¨Tªo,109,10.5,5,8891,90000,3,0,54.75792988
TOYOTA,2011,7,59.9,1500,¨Tªo,109,10.5,5,8891,90000,3,0,54.75792988
MAZDA,2010,8,59.9,1600,¨Tªo,106,10,4,8891,87000,2,0,54.75792988
NISSAN,2015,3,59.9,1600,¨Tªo,115,9.8,5,8891,26000,4,0,54.75792988
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,8891,40000,4,1,54.75792988
MITSUBISHI,2015,3,59.9,1500,¨Tªo,112,10.5,5,8891,20000,8,0,54.75792988
NISSAN,2015,3,59.9,1600,¨Tªo,115,9.8,5,Yahoo,17000,4,0,54.75792988
VOLKSWAGEN,2012,6,92.8,1600,¨Tªo,102,10.5,5,8891,60000,2,0,54.74137931
FORD,2016,2,72.9,1000,¨Tªo,125,10,5,8891,23000,4,0,54.73251029
TOYOTA,2008,10,53.9,1500,¨Tªo,109,10.5,5,8891,150000,3,0,54.7309833
TOYOTA,2008,10,53.9,1500,¨Tªo,109,10.5,5,8891,70000,3,0,54.7309833
NISSAN,2014,4,89.9,2000,¨Tªo,136,10,4,8891,1.00E+05,3,0,54.72747497
MITSUBISHI,2013,5,70.9,1800,¨Tªo,143,10.5,4,abc,1.00E+05,3,0,54.72496474
MITSUBISHI,2013,5,70.9,1800,¨Tªo,143,10.5,4,SUM,86323,3,1,54.72496474
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,160000,2,0,54.72496474
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,SUM,154000,3,1,54.72496474
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,154000,2,0,54.72496474
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,154000,3,0,54.72496474
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,133000,2,0,54.72496474
TOYOTA,2010,8,70.9,2000,¨Tªo,146,10,4,8891,88000,4,1,54.72496474
MITSUBISHI,2014,4,70.9,1800,¨Tªo,143,10.5,4,8891,46000,3,0,54.72496474
MITSUBISHI,2013,5,70.9,1800,¨Tªo,143,10.5,4,8891,50000,3,0,54.72496474
TOYOTA,2013,5,70.9,1800,¨Tªo,140,10,4,Yahoo,50000,7,0,54.72496474
MITSUBISHI,2012,6,70.9,1800,¨Tªo,143,10.5,4,8891,59000,3,0,54.72496474
MITSUBISHI,2014,4,70.9,1800,¨Tªo,143,10.5,4,8891,30000,3,0,54.72496474
MITSUBISHI,2012,6,70.9,1800,¨Tªo,143,10.5,4,abc,45800,3,0,54.72496474
HONDA,2010,8,70.9,1800,¨Tªo,140,10.5,4,8891,65000,1,0,54.72496474
MITSUBISHI,2014,4,70.9,1800,¨Tªo,143,10.5,4,8891,23000,3,0,54.72496474
HONDA,2008,10,70.9,1800,¨Tªo,140,10.5,4,8891,56000,3,0,54.72496474
NISSAN,2012,6,106.9,2500,¨Tªo,170,9.6,5,Yahoo,14328,3,0,54.72404116
HONDA,2014,4,66.9,1500,¨Tªo,120,10.4,5,8891,42000,1,0,54.70852018
VOLKSWAGEN,2012,6,114.8,1400,¨Tªo,160,10,5,8891,80000,1,0,54.70383275
VOLKSWAGEN,2014,4,114.8,1400,¨Tªo,160,10,5,8891,50000,1,0,54.70383275
NISSAN,2010,8,58.5,1600,¨Tªo,105,9.8,5,8891,1.00E+05,2,0,54.7008547
NISSAN,2010,8,58.5,1600,¨Tªo,105,9.8,5,UCar,80283,2,0,54.7008547
NISSAN,2013,5,58.5,1600,¨Tªo,105,9.8,5,8891,46000,4,0,54.7008547
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,59000,1,1,54.7008547
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,59000,1,0,54.7008547
NISSAN,2013,5,58.5,1600,¨Tªo,105,9.8,5,8891,42000,4,0,54.7008547
NISSAN,2013,5,58.5,1600,¨Tªo,105,9.8,5,8891,42000,4,0,54.7008547
NISSAN,2010,8,58.5,1600,¨Tªo,105,9.8,5,8891,56000,2,0,54.7008547
NISSAN,2010,8,58.5,1600,¨Tªo,105,9.8,5,8891,39000,2,0,54.7008547
FORD,2014,4,96.9,2000,®ãªo,163,16,4,8891,36000,2,0,54.69556244
VOLKSWAGEN,2012,6,127.8,1400,¨Tªo,140,10,5,SUM,74989,1,1,54.69483568
VOLKSWAGEN,2013,5,127.8,2000,¨Tªo,180,9.8,5,SUM,40000,3,1,54.69483568
TOYOTA,2011,7,192,3500,¨Tªo,275,10.8,5,8891,76000,1,0,54.6875
TOYOTA,2011,7,192,3500,¨Tªo,275,10.8,5,8891,74000,1,0,54.6875
FORD,2015,3,92.9,1500,¨Tªo,180,10,5,8891,22000,3,0,54.68245425
NISSAN,2009,9,54.5,1600,¨Tªo,105,9.8,5,SUM,130000,4,0,54.67889908
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,8891,103000,1,0,54.67720685
NISSAN,2008,10,65.5,1800,¨Tªo,126,9.9,4,abc,123078,7,0,54.65648855
NISSAN,2009,9,65.5,1800,¨Tªo,126,9.9,5,abc,110000,4,0,54.65648855
FORD,2012,6,65.5,1800,¨Tªo,132,10.8,4,8891,60000,1,0,54.65648855
FORD,2012,6,65.5,1800,¨Tªo,132,10.8,4,8891,40000,1,1,54.65648855
LEXUS,2016,2,183,2000,¨Tªo,245,10,4,8891,7434,5,0,54.64480874
NISSAN,2015,3,91.5,2000,¨Tªo,141.5,11.2,5,8891,8888,3,0,54.64480874
VOLKSWAGEN,2013,5,109.8,1200,¨Tªo,105,10,3,8891,13000,1,0,54.64480874
FORD,2013,5,94.8,1600,¨Tªo,177,10,5,8891,60000,3,0,54.64135021
FORD,2013,5,94.8,1600,¨Tªo,177,10,5,8891,40000,3,0,54.64135021
FORD,2013,5,65.9,1600,¨Tªo,125,11,4,UCar,96134,4,0,54.62822458
TOYOTA,2011,7,65.9,1800,¨Tªo,140,10,4,UCar,121500,3,0,54.62822458
FORD,2013,5,65.9,1600,¨Tªo,125,11,4,8891,76000,3,0,54.62822458
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,8891,58000,4,0,54.62822458
TOYOTA,2011,7,65.9,1800,¨Tªo,140,10,4,8891,69000,3,0,54.62822458
TOYOTA,2012,6,65.9,1800,¨Tªo,140,10,4,8891,60000,4,0,54.62822458
TOYOTA,2012,6,65.9,1800,¨Tªo,140,10,4,8891,54000,4,0,54.62822458
TOYOTA,2012,6,50.9,1500,¨Tªo,106,10.5,4,8891,130000,3,0,54.61689587
VOLKSWAGEN,2012,6,127.8,1400,¨Tªo,140,10,5,abc,76000,1,0,54.61658842
VOLKSWAGEN,2013,5,127.8,2000,¨Tªo,180,9.8,5,8891,60000,1,0,54.61658842
VOLKSWAGEN,2013,5,127.8,2000,¨Tªo,180,9.8,5,8891,60000,3,0,54.61658842
TOYOTA,2014,4,76.9,1800,¨Tªo,140,10,4,8891,60000,2,0,54.61638492
TOYOTA,2014,4,76.9,1800,¨Tªo,140,10,4,8891,44000,2,0,54.61638492
TOYOTA,2014,4,76.9,1800,¨Tªo,140,10,4,8891,44000,2,0,54.61638492
TOYOTA,2014,4,76.9,1800,¨Tªo,140,10,4,8891,35000,2,0,54.61638492
TOYOTA,2011,7,76.9,2000,¨Tªo,141,10,5,8891,43000,4,0,54.61638492
TOYOTA,2013,5,87.9,2000,¨Tªo,146,10,5,8891,80000,1,0,54.60750853
TOYOTA,2013,5,87.9,2000,¨Tªo,146,10,5,8891,60000,1,0,54.60750853
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,174000,4,0,54.60420032
MAZDA,2009,9,61.9,1600,¨Tªo,107,10,4,abc,153271,6,0,54.60420032
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,114000,4,0,54.60420032
HONDA,2009,9,61.9,1500,¨Tªo,120,10.4,5,8891,110000,1,0,54.60420032
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,101000,4,1,54.60420032
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,1.00E+05,4,0,54.60420032
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,74000,4,0,54.60420032
HONDA,2009,9,61.9,1500,¨Tªo,120,10.4,5,8891,73000,1,0,54.60420032
TOYOTA,2010,8,61.9,1800,¨Tªo,132,10,4,8891,67000,1,0,54.60420032
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,65000,4,0,54.60420032
TOYOTA,2009,9,61.9,1800,¨Tªo,132,10,4,8891,42000,4,0,54.60420032
TOYOTA,2010,8,61.9,1800,¨Tªo,132,10,4,SUM,56501,1,0,54.60420032
TOYOTA,2010,8,61.9,1800,¨Tªo,132,10,4,SUM,56501,1,0,54.60420032
VOLKSWAGEN,2014,4,190.3,2000,®ãªo,180,16.5,4,SUM,79300,3,1,54.59800315
MITSUBISHI,2015,3,72.9,1800,¨Tªo,143,10.5,4,8891,45000,3,0,54.59533608
FORD,2013,5,72.9,2000,¨Tªo,170,12,5,8891,70000,2,0,54.59533608
TOYOTA,2015,3,72.9,1800,¨Tªo,140,10,4,8891,27000,4,0,54.59533608
FORD,2011,7,72.9,2300,¨Tªo,157,9.7,5,SUM,74000,3,0,54.59533608
TOYOTA,2015,3,72.9,1800,¨Tªo,140,10,4,8891,25000,4,0,54.59533608
FORD,2011,7,72.9,2300,¨Tªo,157,9.7,5,8891,67000,3,0,54.59533608
FORD,2013,5,72.9,2000,¨Tªo,170,12,5,8891,40000,2,0,54.59533608
HONDA,2011,7,72.9,1800,¨Tªo,140,10.5,4,8891,60000,1,0,54.59533608
FORD,2013,5,72.9,2000,¨Tªo,170,12,5,8891,33000,2,0,54.59533608
LEXUS,2013,5,196,2500,¨Tªo,223,13,4,8891,36000,7,0,54.59183673
MITSUBISHI,2010,8,83.9,2400,¨Tªo,162,9.5,5,8891,121000,5,0,54.58879619
MITSUBISHI,2010,8,83.9,2400,¨Tªo,162,9.5,5,abc,113020,5,0,54.58879619
MITSUBISHI,2010,8,83.9,2400,¨Tªo,162,9.5,5,8891,113000,5,0,54.58879619
HONDA,2009,9,83.9,2000,¨Tªo,150,10.5,5,8891,1.00E+05,3,1,54.58879619
HONDA,2011,7,83.9,2000,¨Tªo,150,10.5,5,8891,67000,2,0,54.58879619
MITSUBISHI,2010,8,83.9,2400,¨Tªo,172,10.5,5,8891,69000,6,0,54.58879619
MITSUBISHI,2010,8,83.9,2400,¨Tªo,172,10.5,5,abc,67000,6,0,54.58879619
NISSAN,2012,6,94.9,2500,¨Tªo,160,9.5,5,abc,94819,2,0,54.58377239
NISSAN,2012,6,56.8,1500,¨Tªo,103.4,10.1,5,UCar,38000,3,0,54.57746479
FORD,2013,5,66.9,1600,¨Tªo,125,11,5,8891,110000,1,0,54.55904335
