brand,years,usingyears,tag_price,cc,gasoline,max_,compression,doors,source,mileage,type_number,certificate,residual_value
VOLKSWAGEN,2016,2,63.8,1600,¨Tªo,105,10.5,5,8891,6000,3,0,82.75862069
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,8891,28000,2,0,82.74044796
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,8891,21000,2,0,82.74044796
MAZDA,2016,2,75.9,2000,¨Tªo,165,14,4,8891,18000,3,0,82.74044796
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,8891,15000,3,0,82.74044796
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,SUM,11000,2,0,82.74044796
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,abc,6751,6,1,82.72884283
TOYOTA,2015,3,98.9,2500,¨Tªo,180,10.4,5,abc,15227,5,1,82.70980789
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,abc,45000,6,1,82.68955651
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,abc,39182,6,1,82.68955651
HONDA,2015,3,69.9,1500,¨Tªo,120,10.3,5,abc,37923,1,0,82.68955651
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,Yahoo,32529,6,0,82.68955651
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,abc,32406,6,1,82.68955651
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,SUM,28583,6,0,82.68955651
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,abc,17832,6,1,82.68955651
MAZDA,2014,4,69.9,2000,¨Tªo,151,10,4,abc,23850,8,0,82.68955651
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,abc,13698,6,1,82.68955651
TOYOTA,2016,2,69.9,1800,¨Tªo,140,10,4,8891,5000,7,0,82.68955651
TOYOTA,2016,2,69.9,1800,¨Tªo,140,10,4,8891,5000,7,0,82.68955651
TOYOTA,2016,2,69.9,1800,¨Tªo,140,10,4,abc,2938,7,1,82.68955651
TOYOTA,2015,3,239.5,3500,¨Tªo,275,10.8,5,8891,20000,1,0,82.67223382
HONDA,2015,3,62.9,1500,¨Tªo,120,10.3,4,UCar,24968,3,0,82.6709062
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,44000,2,0,82.5710754
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,26000,2,0,82.5710754
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,18000,2,0,82.5710754
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,12000,2,0,82.5710754
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,abc,44000,6,1,82.55613126
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,8891,35000,6,1,82.55613126
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,SUM,34715,6,1,82.55613126
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,SUM,29613,6,1,82.55613126
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,8891,5600,6,0,82.55613126
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,8891,5000,6,0,82.55613126
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,8891,5000,6,0,82.55613126
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,8891,35000,2,0,82.53319714
FORD,2015,3,74.9,2000,¨Tªo,170,12,5,abc,39000,2,0,82.51001335
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,8891,50000,2,0,82.46628131
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,8891,50000,2,0,82.46628131
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,8891,29000,2,0,82.46628131
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,SUM,28290,2,0,82.46628131
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,SUM,28000,2,1,82.46628131
HONDA,2016,2,96.9,2400,¨Tªo,190,10,5,8891,4000,3,0,82.45614035
TOYOTA,2015,3,84.9,2000,¨Tªo,148,9.8,4,UCar,39706,1,0,82.44994111
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,SUM,67700,5,1,82.36914601
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,8891,36000,5,0,82.36914601
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,abc,32000,5,1,82.36914601
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,abc,25355,5,0,82.36914601
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,SUM,21609,5,1,82.36914601
HONDA,2015,3,62.9,1500,¨Tªo,120,10.3,4,SUM,24900,3,0,82.35294118
HONDA,2015,3,62.9,1500,¨Tªo,120,10.3,4,8891,24000,3,1,82.35294118
HONDA,2016,2,96.9,2400,¨Tªo,190,10,5,8891,11000,3,1,82.35294118
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,abc,27453,2,0,82.34519104
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,8891,27000,2,0,82.34519104
MAZDA,2015,3,75.9,2000,¨Tªo,165,14,4,8891,10000,4,0,82.34519104
TOYOTA,2016,2,58.9,1500,¨Tªo,109,10.5,5,8891,12000,5,0,82.34295416
TOYOTA,2015,3,84.9,2000,¨Tªo,148,9.8,4,8891,40000,1,0,82.33215548
LEXUS,2016,2,193,2500,ªo¹q,205,12.5,4,Yahoo,8000,7,0,82.27979275
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,8891,42000,2,0,82.27334235
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,8891,42000,2,0,82.27334235
NISSAN,2017,1,60.9,1600,¨Tªo,115,9.8,5,8891,9000,4,0,82.26600985
TOYOTA,2016,2,56.9,1500,¨Tªo,109,10.5,4,8891,32000,3,0,82.24956063
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,SUM,35300,3,1,82.24956063
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,8891,35000,3,0,82.24956063
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,8891,30000,3,1,82.24956063
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,SUM,14300,3,1,82.24956063
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,abc,13000,3,0,82.24956063
TOYOTA,2016,2,56.9,1500,¨Tªo,109,10.5,4,abc,5429,3,1,82.24956063
FORD,2015,3,60.8,1500,¨Tªo,112,11,5,UCar,24500,3,0,82.23684211
FORD,2016,2,60.8,1500,¨Tªo,112,11,5,8891,8500,4,0,82.23684211
TOYOTA,2015,3,84.9,2000,¨Tªo,148,9.8,4,SUM,54875,1,0,82.21436985
TOYOTA,2015,3,84.9,2000,¨Tªo,148,9.8,4,8891,30000,1,0,82.21436985
TOYOTA,2015,3,84.9,2000,¨Tªo,146,10,5,SUM,28271,3,0,82.21436985
TOYOTA,2015,3,84.9,2000,¨Tªo,146,10,5,abc,28271,3,0,82.21436985
TOYOTA,2016,2,84.9,2000,¨Tªo,146,10,5,8891,14000,2,0,82.21436985
NISSAN,2014,4,84.9,1600,¨Tªo,117,10.7,5,abc,29270,2,0,82.21436985
NISSAN,2014,4,84.9,1600,¨Tªo,117,10.7,5,8891,29000,2,0,82.21436985
TOYOTA,2015,3,84.9,2000,¨Tªo,146,10,5,SUM,15748,3,0,82.21436985
TOYOTA,2015,3,84.9,2000,¨Tªo,146,10,5,abc,15748,3,0,82.21436985
FORD,2016,2,107.8,2000,¨Tªo,242,9.3,5,8891,3000,2,0,82.18923933
MAZDA,2017,1,99.8,1500,®ãªo,105,14.8,5,8891,2000,1,0,82.16432866
MAZDA,2013,5,77.9,2000,¨Tªo,151,10,4,UCar,28000,3,0,82.15661104
HONDA,2016,2,96.9,2400,¨Tªo,190,10,5,8891,25000,3,0,82.14654283
FORD,2017,1,111.9,2000,¨Tªo,245,9.7,5,8891,3000,2,0,82.12689902
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,UCar,18000,4,0,82.10180624
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,8891,53000,2,0,82.10180624
NISSAN,2016,2,91.5,2000,¨Tªo,141.5,11.2,5,8891,3500,3,0,82.07650273
TOYOTA,2013,5,100.9,2500,¨Tªo,180,10.4,5,8891,30000,4,0,82.06144698
TOYOTA,2015,3,72.9,1800,¨Tªo,140,10,4,abc,47500,4,1,82.03017833
TOYOTA,2016,2,72.9,1800,¨Tªo,140,10,4,8891,25000,4,0,82.03017833
TOYOTA,2016,2,72.9,1800,¨Tªo,140,10,4,8891,20000,4,0,82.03017833
TOYOTA,2015,3,72.9,1800,¨Tªo,140,10,4,8891,33000,4,0,82.03017833
TOYOTA,2016,2,72.9,1800,¨Tªo,140,10,4,8891,18000,4,0,82.03017833
TOYOTA,2015,3,72.9,1800,¨Tªo,140,10,4,abc,21094,4,1,82.03017833
TOYOTA,2016,2,72.9,1800,¨Tªo,140,10,4,abc,11202,4,1,82.03017833
TOYOTA,2015,3,72.9,1800,¨Tªo,140,10,4,abc,16178,4,1,82.03017833
TOYOTA,2014,4,93.9,2500,¨Tªo,181,10.4,4,abc,30000,2,0,82.00212993
NISSAN,2015,3,91.5,2000,¨Tªo,141.5,11.2,5,8891,29000,3,0,81.96721311
MITSUBISHI,2016,2,69.3,2400,¨Tªo,136,9.5,5,8891,9000,3,0,81.96248196
HONDA,2016,2,65.9,1500,¨Tªo,120,10.3,5,8891,6000,3,0,81.94233687
MAZDA,2015,3,121.8,2200,®ãªo,175,14,5,8891,55000,2,1,81.93760263
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,SUM,55349,2,0,81.93760263
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,SUM,12900,4,1,81.93760263
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,8891,38000,2,1,81.93760263
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,abc,37664,2,0,81.93760263
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,SUM,35470,2,1,81.93760263
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,8891,7800,4,0,81.93760263
MITSUBISHI,2016,2,66.9,1800,¨Tªo,143,10.5,4,SUM,20720,4,0,81.91330344
MITSUBISHI,2016,2,66.9,1800,¨Tªo,143,10.5,4,8891,4000,4,0,81.91330344
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,8891,81000,4,0,81.90789474
FORD,2015,3,60.8,1500,¨Tªo,112,11,5,8891,38000,4,0,81.90789474
FORD,2015,3,60.8,1500,¨Tªo,112,11,5,8891,27000,4,0,81.90789474
FORD,2015,3,60.8,1500,¨Tªo,112,11,5,8891,25000,3,1,81.90789474
FORD,2015,3,60.8,1500,¨Tªo,112,11,5,SUM,24500,3,1,81.90789474
FORD,2016,2,60.8,1500,¨Tªo,112,11,5,8891,8000,4,1,81.90789474
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,8891,14000,3,0,81.90789474
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,8891,14000,3,0,81.90789474
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,abc,14000,4,0,81.90789474
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,abc,14000,4,0,81.90789474
FORD,2016,2,186.8,2300,¨Tªo,314,9.5,2,8891,32000,1,0,81.90578158
FORD,2016,2,186.8,2300,¨Tªo,314,9.5,2,UCar,32000,2,0,81.90578158
TOYOTA,2017,1,88.9,1800,¨Tªo,140,10.6,5,8891,8244,1,0,81.88976378
NISSAN,2015,3,104.9,2500,¨Tªo,169.4,10,5,8891,23000,3,0,81.88751192
NISSAN,2015,3,104.9,2500,¨Tªo,169.4,10,5,8891,23000,3,0,81.88751192
LEXUS,2016,2,183,2000,¨Tªo,245,10,4,abc,18000,5,1,81.8579235
LEXUS,2016,2,183,2000,¨Tªo,245,10,4,abc,18000,5,1,81.8579235
LEXUS,2016,2,183,2000,¨Tªo,245,10,4,abc,18000,5,1,81.8579235
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,8891,40000,6,0,81.83118741
FORD,2016,2,92.9,1500,¨Tªo,180,10,5,UCar,16550,3,0,81.80839612
FORD,2015,3,59.9,1600,¨Tªo,125,11,4,8891,31000,2,0,81.80300501
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,8891,40000,4,1,81.80300501
NISSAN,2015,3,59.9,1600,¨Tªo,115,9.8,5,UCar,6000,4,0,81.80300501
FORD,2016,2,186.8,2300,¨Tªo,314,9.5,2,8891,35000,1,1,81.7987152
FORD,2016,2,186.8,2300,¨Tªo,314,9.5,2,8891,35000,1,0,81.7987152
HONDA,2015,3,65.9,1500,¨Tªo,120,10.3,5,8891,30000,3,0,81.79059181
TOYOTA,2016,2,93.9,2000,¨Tªo,167,12.7,4,8891,20000,2,0,81.78913738
TOYOTA,2014,4,93.9,2500,¨Tªo,181,10.4,4,SUM,35500,2,0,81.78913738
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,8891,30000,4,0,81.77339901
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,8891,13000,4,0,81.77339901
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,SUM,12567,4,0,81.77339901
NISSAN,2017,1,60.9,1600,¨Tªo,115,9.8,5,8891,8000,4,0,81.77339901
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,SUM,11958,4,0,81.77339901
NISSAN,2016,2,60.9,1600,¨Tªo,115,9.8,5,SUM,11958,4,0,81.77339901
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,UCar,42000,3,0,81.71603677
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,8891,38000,3,0,81.71603677
TOYOTA,2014,4,98.9,2500,¨Tªo,180,10.4,5,abc,48000,5,1,81.69868554
TOYOTA,2015,3,98.9,2500,¨Tªo,180,10.4,5,abc,23909,5,1,81.69868554
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,8891,28000,2,0,81.68642951
MAZDA,2016,2,76.9,2000,¨Tªo,165,14,5,8891,10000,2,0,81.66449935
TOYOTA,2015,3,61,2000,¨Tªo,133,9.8,5,SUM,21226,4,0,81.63934426
TOYOTA,2014,4,61,2000,¨Tªo,133,9.8,5,abc,28400,4,1,81.63934426
TOYOTA,2013,5,61,2000,¨Tªo,133,9.8,5,abc,27300,4,1,81.63934426
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,abc,73231,4,1,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,8891,70000,4,0,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,abc,62191,4,1,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,abc,60000,4,1,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,SUM,59661,4,1,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,8891,36000,4,0,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,SUM,34775,4,1,81.63884674
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,abc,31257,4,1,81.63884674
FORD,2016,2,92.9,1500,¨Tªo,180,10,5,SUM,16538,3,0,81.59311087
FORD,2016,2,92.9,1500,¨Tªo,180,10,5,8891,16000,3,0,81.59311087
FORD,2016,2,92.9,1500,¨Tªo,180,10,5,8891,16000,3,0,81.59311087
MAZDA,2016,2,92.9,2000,¨Tªo,147,10,5,8891,12000,1,0,81.59311087
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,17000,2,0,81.58220025
FORD,2016,2,60.8,1500,¨Tªo,112,11,5,8891,8000,3,0,81.57894737
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,UCar,50000,6,0,81.54506438
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,UCar,29730,6,0,81.54506438
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,UCar,28000,6,0,81.54506438
FORD,2015,3,69.9,1500,¨Tªo,112,11,5,UCar,9693,2,0,81.54506438
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,SUM,51739,3,0,81.51174668
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,8891,42000,2,1,81.51174668
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,8891,42000,2,0,81.51174668
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,8891,41000,2,0,81.51174668
HONDA,2015,3,97.9,2400,¨Tªo,190,10,5,8891,31000,2,0,81.51174668
HONDA,2014,4,97.9,2400,¨Tªo,190,10,5,8891,38000,2,0,81.51174668
HONDA,2014,4,97.9,2400,¨Tªo,190,10,5,8891,38000,2,0,81.51174668
TOYOTA,2016,2,58.9,1500,¨Tªo,109,10.5,5,8891,18000,5,0,81.49405772
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,30000,5,0,81.49405772
TOYOTA,2016,2,58.9,1500,¨Tªo,109,10.5,5,8891,15000,5,0,81.49405772
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,UCar,15166,5,0,81.49405772
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,15000,5,0,81.49405772
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,10000,5,0,81.49405772
TOYOTA,2015,3,112.9,2500,¨Tªo,180,10.4,5,8891,23000,2,0,81.48804252
TOYOTA,2015,3,112.9,2500,¨Tªo,180,10.4,5,UCar,18133,3,0,81.48804252
VOLKSWAGEN,2016,2,145.8,1400,¨Tªo,160,10,3,8891,4550,1,0,81.48148148
TOYOTA,2015,3,113.9,2500,ªo¹q,205,12.5,4,8891,18000,6,0,81.47497805
TOYOTA,2015,3,113.9,2500,ªo¹q,205,12.5,4,8891,10000,6,0,81.47497805
NISSAN,2015,3,59.9,1600,¨Tªo,115,9.8,5,SUM,28851,4,1,81.46911519
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,8891,46000,4,0,81.46911519
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,SUM,45150,4,1,81.46911519
NISSAN,2014,4,59.9,1600,¨Tªo,115,9.8,5,abc,40000,4,0,81.46911519
NISSAN,2015,3,59.9,1600,¨Tªo,115,9.8,5,abc,20000,4,0,81.46911519
FORD,2015,3,59.9,1600,¨Tªo,125,11,4,8891,5000,2,0,81.46911519
FORD,2016,2,75.9,1500,¨Tªo,180,10,5,SUM,14000,2,1,81.4229249
MAZDA,2015,3,75.9,2000,¨Tªo,165,14,4,8891,20000,4,0,81.4229249
NISSAN,2015,3,91.5,2000,¨Tªo,141.5,11.2,5,8891,18000,3,0,81.42076503
FORD,2015,3,186.8,2300,¨Tªo,314,9.5,2,8891,32000,1,0,81.37044968
FORD,2015,3,186.8,2300,¨Tªo,314,9.5,2,8891,22000,1,0,81.37044968
MAZDA,2016,2,138.9,2200,®ãªo,175,14,4,8891,7800,1,0,81.35349172
HONDA,2014,4,79.9,1800,¨Tªo,141,10.6,4,8891,45000,1,0,81.35168961
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,30000,2,0,81.33498146
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,26000,2,0,81.33498146
TOYOTA,2015,3,112.9,2500,¨Tªo,180,10.4,5,abc,3849,2,1,81.3108946
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,8891,63000,2,0,81.28078818
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,8891,35000,2,0,81.28078818
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,Yahoo,35000,2,0,81.28078818
VOLKSWAGEN,2016,2,109.5,1400,¨Tªo,125,10,5,8891,3390,2,0,81.27853881
TOYOTA,2014,4,72.6,1800,¨Tªo,140,10,4,UCar,80080,5,0,81.26721763
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,8891,42000,6,0,81.25894134
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,Yahoo,38000,6,0,81.25894134
HONDA,2015,3,69.9,1500,¨Tªo,120,10.3,5,8891,35000,1,1,81.25894134
TOYOTA,2016,2,69.9,1800,¨Tªo,140,10,4,Yahoo,18000,7,0,81.25894134
TOYOTA,2015,3,69.9,1800,¨Tªo,140,10,4,Yahoo,29000,6,1,81.25894134
HONDA,2015,3,69.9,1500,¨Tªo,120,10.3,5,abc,27759,1,0,81.25894134
HONDA,2015,3,69.9,1500,¨Tªo,120,10.3,5,abc,25000,1,0,81.25894134
MAZDA,2013,5,69.9,2000,¨Tªo,151,10,4,abc,29000,7,0,81.25894134
FORD,2015,3,69.9,1500,¨Tªo,112,11,5,8891,9693,2,0,81.25894134
HONDA,2014,4,85.9,2000,¨Tªo,155,10.6,5,Yahoo,71000,1,0,81.2572759
HONDA,2015,3,85.9,2000,¨Tªo,155,10.6,5,8891,23000,1,0,81.2572759
HONDA,2015,3,85.9,2000,¨Tªo,155,10.6,5,8891,21000,1,0,81.2572759
HONDA,2013,5,85.9,2000,¨Tªo,155,10.6,5,abc,37533,1,0,81.2572759
VOLKSWAGEN,2015,3,63.8,1600,¨Tªo,105,10.5,5,8891,25000,3,0,81.19122257
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,UCar,23482,4,0,81.19079838
HONDA,2013,5,90.9,2400,¨Tªo,190,10,5,SUM,64338,4,1,81.18811881
HONDA,2015,3,90.9,2400,¨Tªo,190,10,5,abc,16226,4,0,81.18811881
HONDA,2016,2,65.9,1500,¨Tªo,120,10.3,5,8891,20000,3,0,81.18361153
FORD,2015,3,74.9,2000,¨Tªo,170,12,5,SUM,9897,2,0,81.17489987
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,UCar,67456,6,0,81.17443869
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,UCar,62000,6,0,81.17443869
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,UCar,18000,6,0,81.17443869
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,abc,44212,5,1,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,39000,5,0,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,abc,33592,5,0,81.15449915
TOYOTA,2016,2,58.9,1500,¨Tªo,109,10.5,5,8891,15000,5,0,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,abc,27407,5,1,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,27000,5,0,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,27000,5,0,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,abc,19880,5,1,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,abc,15166,5,0,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,SUM,15054,5,1,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,15000,5,1,81.15449915
TOYOTA,2015,3,58.9,1500,¨Tªo,109,10.5,5,8891,5000,5,0,81.15449915
MAZDA,2014,4,121.8,2200,®ãªo,175,14,5,SUM,68162,2,1,81.11658456
TOYOTA,2013,5,78.9,2000,¨Tªo,146,10,5,UCar,112781,4,0,81.11533587
MAZDA,2013,5,78.9,2000,¨Tªo,151,10,5,8891,61000,1,0,81.11533587
NISSAN,2016,2,72.5,1600,¨Tªo,115,9.8,5,SUM,17322,6,1,81.10344828
NISSAN,2016,2,72.5,1600,¨Tªo,115,9.8,5,SUM,15137,6,0,81.10344828
LEXUS,2016,2,239,2000,¨Tªo,238,10,5,8891,22000,3,0,81.08786611
TOYOTA,2013,5,100.9,2500,¨Tªo,180,10.4,5,abc,59000,4,1,81.0703667
MAZDA,2015,3,84.9,2000,¨Tªo,147,10,5,8891,50000,5,0,81.03651355
TOYOTA,2014,4,84.9,2000,¨Tªo,148,9.8,4,SUM,66276,1,1,81.03651355
TOYOTA,2015,3,84.9,2000,¨Tªo,146,10,5,SUM,40076,3,0,81.03651355
TOYOTA,2014,4,84.9,2000,¨Tªo,148,9.8,4,abc,49200,1,1,81.03651355
TOYOTA,2014,4,84.9,2000,¨Tªo,148,9.8,4,abc,43800,1,1,81.03651355
MAZDA,2013,5,84.9,2000,¨Tªo,147,10,5,abc,40000,5,0,81.03651355
MAZDA,2014,4,84.9,2000,¨Tªo,147,10,5,SUM,32100,5,0,81.03651355
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,SUM,75223,6,0,81.00172712
FORD,2016,2,67.9,1600,¨Tªo,125,11,5,8891,3000,1,0,81.00147275
HONDA,2012,6,89.9,2000,¨Tªo,150,10.5,5,Yahoo,49000,4,1,80.97886541
NISSAN,2016,2,93.9,1600,¨Tªo,117,10.7,5,UCar,14073,4,0,80.9371672
TOYOTA,2016,2,93.9,2000,¨Tªo,167,12.7,4,8891,9609,3,0,80.9371672
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,UCar,38127,2,0,80.92485549
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,abc,60000,4,0,80.92016238
NISSAN,2017,1,73.9,1600,¨Tªo,115,9.8,5,SUM,10000,5,0,80.92016238
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,abc,37534,4,0,80.92016238
NISSAN,2016,2,73.9,1600,¨Tªo,115,9.8,5,8891,8281,5,1,80.92016238
NISSAN,2016,2,73.9,1600,¨Tªo,115,9.8,5,8891,8000,5,1,80.92016238
NISSAN,2016,2,73.9,1600,¨Tªo,115,9.8,5,8891,6000,5,0,80.92016238
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,SUM,13474,2,1,80.92016238
TOYOTA,2016,2,86.3,2000,¨Tªo,146,10,5,8891,20000,1,0,80.8806489
TOYOTA,2013,5,78.9,2000,¨Tªo,146,10,5,8891,113000,4,1,80.86185044
TOYOTA,2014,4,78.9,2000,¨Tªo,146,10,5,8891,88000,4,0,80.86185044
TOYOTA,2014,4,78.9,2000,¨Tªo,146,10,5,SUM,72150,4,0,80.86185044
TOYOTA,2014,4,78.9,2000,¨Tªo,146,10,5,8891,72000,4,0,80.86185044
TOYOTA,2014,4,78.9,2000,¨Tªo,146,10,5,8891,61000,4,0,80.86185044
TOYOTA,2014,4,78.9,2000,¨Tªo,146,10,5,Yahoo,40000,4,0,80.86185044
TOYOTA,2013,5,78.9,2000,¨Tªo,146,10,5,SUM,46055,4,1,80.86185044
TOYOTA,2014,4,78.9,2000,¨Tªo,146,10,5,8891,37000,4,0,80.86185044
TOYOTA,2013,5,78.9,2000,¨Tªo,146,10,5,8891,26000,4,0,80.86185044
HONDA,2015,3,78.9,1800,¨Tªo,141,10.6,4,8891,4500,1,0,80.86185044
LEXUS,2015,3,209,2700,¨Tªo,188,10,5,abc,23378,4,0,80.86124402
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,8891,36000,3,0,80.84358524
TOYOTA,2015,3,56.9,1500,¨Tªo,109,10.5,4,UCar,34000,3,0,80.84358524
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,8891,61000,6,0,80.82901554
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,abc,55958,6,0,80.82901554
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,SUM,35000,6,1,80.82901554
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,abc,26838,6,1,80.82901554
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,SUM,18200,6,1,80.82901554
TOYOTA,2016,2,58.9,1500,¨Tªo,109,10.5,5,Yahoo,20178,5,1,80.81494058
