brand,years,usingyears,tag_price,source,color,mileage,certificate,residual_value,log_residualPrice
FORD,2009,9,57.1,8891,銀,65000,0,43.78,1.64 
FORD,2009,9,57.1,8891,銀,142000,0,18.91,1.28 
FORD,2009,9,57.1,8891,銀,81000,0,41.68,1.62 
FORD,2009,9,57.1,8891,銀,140000,0,41.68,1.62 
FORD,2009,9,57.1,8891,藍,112000,0,46.94,1.67 
FORD,2014,4,69.9,SUM,白,62000,1,66.95,1.83 
FORD,2014,4,69.9,SUM,灰,28167,1,65.67,1.82 
FORD,2014,4,69.9,8891,白,20000,0,70.96,1.85 
FORD,2014,4,69.9,8891,白,30000,0,26.9,1.43 
FORD,2014,4,69.9,8891,白,90000,0,56.94,1.76 
FORD,2014,4,69.9,8891,白,50000,0,36.91,1.57 
FORD,2014,4,69.9,8891,白,12000,0,46.92,1.67 
FORD,2014,4,69.9,8891,白,33000,0,26.9,1.43 
FORD,2014,4,69.9,8891,白,40000,0,44.06,1.64 
FORD,2014,4,69.9,8891,白,20000,0,34.33,1.54 
FORD,2014,4,69.9,8891,白,33000,0,64.38,1.81 
FORD,2014,4,69.9,8891,白,50000,0,47.21,1.67 
FORD,2014,4,69.9,8891,白,19000,0,75.54,1.88 
FORD,2014,4,69.9,8891,灰,60000,0,66.95,1.83 
FORD,2014,4,69.9,8891,銀,23000,0,55.79,1.75 
FORD,2014,4,69.9,8891,白,50000,1,74.11,1.87 
FORD,2014,4,69.9,8891,白,58000,0,54.36,1.74 
FORD,2014,4,69.9,8891,白,50000,0,55.51,1.74 
FORD,2014,4,69.9,8891,白,55000,0,48.07,1.68 
FORD,2014,4,69.9,8891,銀,64000,0,54.36,1.74 
FORD,2014,4,69.9,8891,銀,34000,0,51.5,1.71 
FORD,2014,4,69.9,8891,白,12000,0,46.92,1.67 
FORD,2014,4,69.9,8891,銀,21000,0,66.95,1.83 
FORD,2014,4,69.9,8891,銀,10000,0,66.52,1.82 
FORD,2014,4,69.9,8891,白,78000,0,41.2,1.61 
FORD,2014,4,69.9,8891,白,46000,0,50.79,1.71 
FORD,2014,4,69.9,8891,白,33000,0,55.51,1.74 
FORD,2014,4,69.9,8891,白,19000,0,75.54,1.88 
FORD,2014,4,69.9,8891,藍,81406,0,48.5,1.69 
FORD,2014,4,69.9,Yahoo,白,39019,0,42.2,1.63 
FORD,2014,4,69.9,Yahoo,橙,60000,0,50.07,1.70 
FORD,2014,4,69.9,UCar,其他,27420,0,70.1,1.85 
FORD,2014,4,69.9,UCar,銀,66574,0,77.25,1.89 
FORD,2014,4,69.9,UCar,白,19000,0,75.82,1.88 
FORD,2014,4,69.9,UCar,白,74963,0,68.67,1.84 
FORD,2015,3,69.9,8891,白,30000,0,52.65,1.72 
FORD,2015,3,69.9,8891,橙,9693,0,81.26,1.91 
FORD,2015,3,69.9,8891,白,9000,0,79.54,1.90 
FORD,2015,3,69.9,8891,藍,31000,0,76.68,1.88 
FORD,2015,3,69.9,8891,白,30000,0,52.65,1.72 
FORD,2015,3,69.9,UCar,其他,9693,0,81.55,1.91 
FORD,2015,3,69.9,abc,白,24400,0,78.4,1.89 
FORD,2016,2,69.9,8891,白,2217,0,76.97,1.89 
FORD,2016,2,69.9,8891,白,20000,0,74.11,1.87 
FORD,2016,2,69.9,8891,銀,7732,0,76.97,1.89 
FORD,2016,2,69.9,8891,橙,6000,0,78.4,1.89 
FORD,2008,10,69.9,8891,銀,110000,0,41.2,1.61 
FORD,2008,10,69.9,8891,白,75000,0,22.89,1.36 
FORD,2008,10,69.9,8891,黑,109000,0,51.22,1.71 
FORD,2008,10,69.9,8891,銀,85000,0,26.9,1.43 
FORD,2008,10,69.9,8891,白,170000,0,45.49,1.66 
FORD,2008,10,69.9,8891,銀,169000,0,38.34,1.58 
FORD,2008,10,69.9,8891,黑,152000,0,42.63,1.63 
FORD,2008,10,69.9,8891,白,80000,0,36.91,1.57 
FORD,2008,10,69.9,8891,銀,77000,0,36.91,1.57 
FORD,2008,10,69.9,UCar,黑,153000,0,42.92,1.63 
FORD,2008,10,106.9,8891,灰,139000,0,26.19,1.42 
FORD,2009,9,63.9,8891,銀,99000,0,29.42,1.47 
FORD,2009,9,63.9,8891,灰,60000,0,34.12,1.53 
FORD,2009,9,63.9,8891,灰,60000,0,40.38,1.61 
FORD,2009,9,63.9,8891,灰,60000,0,46.64,1.67 
FORD,2009,9,63.9,8891,灰,160000,0,40.38,1.61 
FORD,2009,9,63.9,8891,黑,62000,0,35.68,1.55 
FORD,2009,9,63.9,8891,黑,100000,0,48.51,1.69 
FORD,2009,9,63.9,8891,灰,160000,1,39.91,1.60 
FORD,2009,9,63.9,8891,灰,160000,1,37.25,1.57 
FORD,2009,9,63.9,8891,灰,160000,1,39.91,1.60 
FORD,2009,9,63.9,8891,黑,90000,0,46.79,1.67 
FORD,2009,9,63.9,8891,灰,35000,0,61.03,1.79 
FORD,2009,9,63.9,8891,黑,70000,0,57.59,1.76 
FORD,2009,9,63.9,8891,銀,53000,1,21.6,1.33 
FORD,2009,9,63.9,8891,銀,53000,0,21.6,1.33 
FORD,2009,9,63.9,8891,白,160000,0,46.64,1.67 
FORD,2009,9,63.9,8891,黑,100000,0,45.07,1.65 
FORD,2009,9,63.9,8891,灰,160000,0,40.38,1.61 
FORD,2009,9,63.9,8891,黑,100000,0,45.38,1.66 
FORD,2009,9,63.9,Yahoo,白,160000,0,46.64,1.67 
FORD,2009,9,63.9,UCar,銀,93421,0,43.82,1.64 
FORD,2009,9,63.9,UCar,黑,160106,0,50.08,1.70 
FORD,2010,8,71.9,SUM,白,79569,1,58.14,1.76 
FORD,2010,8,71.9,SUM,白,95175,1,49.79,1.70 
FORD,2010,8,71.9,SUM,灰,90000,0,51.18,1.71 
FORD,2010,8,71.9,SUM,灰,138196,1,52.57,1.72 
FORD,2010,8,71.9,SUM,灰,81876,1,53.96,1.73 
FORD,2010,8,71.9,8891,黑,64000,0,30.6,1.49 
FORD,2010,8,71.9,8891,白,120000,0,41.45,1.62 
FORD,2010,8,71.9,8891,銀,193000,1,45.62,1.66 
FORD,2010,8,71.9,8891,銀,193000,1,45.62,1.66 
FORD,2010,8,71.9,8891,銀,93000,0,38.66,1.59 
FORD,2010,8,71.9,8891,黑,198000,1,49.79,1.70 
FORD,2010,8,71.9,8891,灰,80000,0,41.45,1.62 
FORD,2010,8,71.9,8891,灰,60000,0,26.43,1.42 
FORD,2010,8,71.9,8891,灰,60000,0,34.49,1.54 
FORD,2010,8,71.9,8891,灰,50000,0,37.27,1.57 
FORD,2010,8,71.9,8891,灰,70000,0,45.62,1.66 
FORD,2010,8,71.9,8891,黑,104000,0,53.96,1.73 
FORD,2010,8,71.9,8891,灰,77000,0,48.4,1.68 
FORD,2010,8,71.9,8891,灰,83000,0,48.4,1.68 
FORD,2010,8,71.9,8891,黑,75000,0,30.32,1.48 
FORD,2010,8,71.9,8891,黑,148000,0,26.15,1.42 
FORD,2010,8,71.9,8891,黑,85000,0,33.38,1.52 
FORD,2010,8,71.9,8891,銀,96000,0,27.82,1.44 
FORD,2010,8,71.9,8891,灰,100000,0,51.18,1.71 
FORD,2010,8,71.9,8891,灰,63000,0,54.94,1.74 
FORD,2010,8,71.9,8891,銀,140000,0,41.45,1.62 
FORD,2010,8,71.9,8891,黑,100000,0,21.84,1.34 
FORD,2010,8,71.9,8891,灰,80000,0,53.96,1.73 
FORD,2010,8,71.9,8891,銀,139000,0,41.45,1.62 
FORD,2010,8,71.9,8891,黑,40000,0,26.7,1.43 
FORD,2010,8,71.9,8891,銀,53000,1,19.19,1.28 
FORD,2010,8,71.9,8891,銀,157000,0,40.19,1.60 
FORD,2010,8,71.9,8891,白,82000,0,49.79,1.70 
FORD,2010,8,71.9,8891,白,80000,0,27.54,1.44 
FORD,2010,8,71.9,8891,黑,97000,0,49.79,1.70 
FORD,2010,8,71.9,8891,棕,100000,0,52.57,1.72 
FORD,2010,8,71.9,8891,灰,138000,0,52.57,1.72 
FORD,2010,8,71.9,8891,黑,70000,0,47.01,1.67 
FORD,2010,8,71.9,8891,銀,60000,0,37.27,1.57 
FORD,2010,8,71.9,8891,白,97000,0,44.51,1.65 
FORD,2010,8,71.9,8891,黑,198000,0,49.79,1.70 
FORD,2010,8,71.9,8891,灰,40000,0,27.82,1.44 
FORD,2010,8,71.9,8891,灰,80000,0,41.45,1.62 
FORD,2010,8,71.9,8891,灰,60000,0,48.4,1.68 
FORD,2010,8,71.9,8891,深藍,86000,0,31.71,1.50 
FORD,2010,8,71.9,8891,灰,60000,0,30.32,1.48 
FORD,2010,8,71.9,8891,黑,104000,0,53.96,1.73 
FORD,2010,8,71.9,UCar,藍,121111,0,50.07,1.70 
FORD,2010,8,71.9,UCar,銀,193000,0,45.9,1.66 
FORD,2010,8,71.9,UCar,黑,97100,0,50.07,1.70 
FORD,2010,8,71.9,UCar,銀,150107,0,48.68,1.69 
FORD,2010,8,71.9,UCar,黑,105606,0,51.46,1.71 
FORD,2010,8,71.9,UCar,銀,131112,0,58.41,1.77 
FORD,2010,8,71.9,UCar,黑,81894,0,54.24,1.73 
FORD,2010,8,71.9,UCar,黑,80000,0,52.85,1.72 
FORD,2010,8,71.9,abc,灰,93444,0,51.18,1.71 
FORD,2010,8,71.9,abc,黑,103846,0,53.96,1.73 
FORD,2010,8,71.9,abc,黑,93202,0,55.35,1.74 
FORD,2010,8,71.9,abc,黑,93202,0,55.35,1.74 
FORD,2011,7,72.9,SUM,黑,100600,1,49.11,1.69 
FORD,2011,7,72.9,SUM,黑,67660,1,57.34,1.76 
FORD,2011,7,72.9,SUM,灰,85952,1,57.34,1.76 
FORD,2011,7,72.9,SUM,灰,74000,0,54.6,1.74 
FORD,2011,7,72.9,SUM,深藍,133800,0,55.83,1.75 
FORD,2011,7,72.9,SUM,藍,76246,1,57.34,1.76 
FORD,2011,7,72.9,8891,銀,83000,0,50.48,1.70 
FORD,2011,7,72.9,8891,灰,57000,0,35.67,1.55 
FORD,2011,7,72.9,8891,銀,168000,0,54.6,1.74 
FORD,2011,7,72.9,8891,黑,85000,0,47.87,1.68 
FORD,2011,7,72.9,8891,銀,70000,0,28.53,1.46 
FORD,2011,7,72.9,8891,灰,41000,0,35.39,1.55 
FORD,2011,7,72.9,8891,黑,86000,0,39.78,1.60 
FORD,2011,7,72.9,8891,黑,94000,0,49.11,1.69 
FORD,2011,7,72.9,8891,白,93000,0,50.48,1.70 
FORD,2011,7,72.9,8891,銀,66000,0,41.15,1.61 
FORD,2011,7,72.9,8891,銀,131000,0,58.71,1.77 
FORD,2011,7,72.9,8891,銀,68000,0,34.29,1.54 
FORD,2011,7,72.9,8891,黑,104000,0,40.88,1.61 
FORD,2011,7,72.9,8891,銀,50000,0,51.85,1.71 
FORD,2011,7,72.9,8891,銀,79000,0,31.28,1.50 
FORD,2011,7,72.9,8891,銀,79000,0,38.41,1.58 
FORD,2011,7,72.9,8891,灰,75000,0,24.69,1.39 
FORD,2011,7,72.9,8891,銀,55000,0,38.41,1.58 
FORD,2011,7,72.9,8891,灰,87000,0,46.36,1.67 
FORD,2011,7,72.9,8891,黑,80000,0,51.85,1.71 
FORD,2011,7,72.9,8891,銀,91000,1,58.71,1.77 
FORD,2011,7,72.9,8891,黑,170000,0,41.02,1.61 
FORD,2011,7,72.9,8891,銀,69000,0,35.67,1.55 
FORD,2011,7,72.9,8891,白,79000,0,34.02,1.53 
FORD,2011,7,72.9,8891,灰,110000,0,39.51,1.60 
FORD,2011,7,72.9,8891,黑,66000,0,48.01,1.68 
FORD,2011,7,72.9,8891,灰,91000,0,48.01,1.68 
FORD,2011,7,72.9,8891,灰,57000,0,35.67,1.55 
FORD,2011,7,72.9,8891,銀,67000,0,54.6,1.74 
FORD,2011,7,72.9,8891,銀,168000,0,54.6,1.74 
FORD,2011,7,72.9,8891,白,92000,0,53.22,1.73 
FORD,2011,7,72.9,8891,灰,71000,0,32.78,1.52 
FORD,2011,7,72.9,8891,黑,85000,0,45.13,1.65 
FORD,2011,7,72.9,8891,黑,120000,0,25.79,1.41 
FORD,2011,7,72.9,Yahoo,白,85962,0,25.79,1.41 
FORD,2011,7,72.9,Yahoo,銀,60000,0,48.7,1.69 
FORD,2011,7,72.9,Yahoo,銀,79398,0,34.29,1.54 
FORD,2011,7,72.9,Yahoo,銀,40615,0,23.18,1.37 
FORD,2011,7,72.9,UCar,銀,169000,0,54.87,1.74 
FORD,2011,7,72.9,UCar,鐵灰,125755,0,48.01,1.68 
FORD,2011,7,72.9,UCar,其他,133908,0,56.24,1.75 
FORD,2011,7,72.9,UCar,白,71014,0,54.87,1.74 
FORD,2011,7,72.9,abc,銀,60000,0,53.22,1.73 
FORD,2011,7,72.9,abc,銀,110000,0,51.85,1.71 
FORD,2011,7,72.9,abc,銀,57000,0,57.34,1.76 
FORD,2011,7,72.9,abc,銀,57000,0,57.34,1.76 
FORD,2012,6,74.9,SUM,白,42129,1,59.81,1.78 
FORD,2012,6,74.9,SUM,黑,50254,0,58.48,1.77 
FORD,2012,6,74.9,SUM,黑,50254,1,58.48,1.77 
FORD,2012,6,74.9,SUM,白,77999,1,58.48,1.77 
FORD,2012,6,74.9,SUM,白,151369,0,53.14,1.73 
FORD,2012,6,74.9,SUM,白,54934,1,65.15,1.81 
FORD,2012,6,74.9,8891,灰,100000,0,53.14,1.73 
FORD,2012,6,74.9,8891,白,100000,0,43.79,1.64 
FORD,2012,6,74.9,8891,灰,8888,0,31.78,1.50 
FORD,2012,6,74.9,8891,灰,77000,0,37.38,1.57 
FORD,2012,6,74.9,8891,黑,87000,0,30.44,1.48 
FORD,2012,6,74.9,8891,黑,75000,0,49.13,1.69 
FORD,2012,6,74.9,8891,白,69000,0,57.41,1.76 
FORD,2012,6,74.9,8891,黑,44000,1,61.15,1.79 
FORD,2012,6,74.9,8891,銀,123000,1,51.4,1.71 
FORD,2012,6,74.9,8891,白,51000,0,34.45,1.54 
FORD,2012,6,74.9,8891,黑,68000,0,58.48,1.77 
FORD,2012,6,74.9,8891,銀,75000,0,58.61,1.77 
FORD,2012,6,74.9,8891,黑,63000,0,35.78,1.55 
FORD,2012,6,74.9,8891,灰,70000,0,39.79,1.60 
FORD,2012,6,74.9,8891,銀,118000,0,57.14,1.76 
FORD,2012,6,74.9,8891,黑,91000,0,38.45,1.58 
FORD,2012,6,74.9,8891,白,52000,0,58.08,1.76 
FORD,2012,6,74.9,8891,白,51000,0,42.59,1.63 
FORD,2012,6,74.9,8891,銀,118000,0,57.14,1.76 
FORD,2012,6,74.9,8891,灰,102423,0,36.05,1.56 
FORD,2012,6,74.9,8891,灰,100000,0,39.52,1.60 
FORD,2012,6,74.9,8891,鐵灰色,53000,0,57.14,1.76 
FORD,2012,6,74.9,8891,白,74000,0,33.38,1.52 
FORD,2012,6,74.9,8891,藍,49000,1,53.14,1.73 
FORD,2012,6,74.9,Yahoo,銀,75381,0,27.9,1.45 
FORD,2012,6,74.9,abc,黑,50300,0,58.48,1.77 
FORD,2013,5,74.9,SUM,銀,130875,1,57.14,1.76 
FORD,2013,5,74.9,SUM,灰,80000,1,58.48,1.77 
FORD,2013,5,74.9,SUM,灰,45000,1,65.15,1.81 
FORD,2013,5,74.9,SUM,銀,70407,0,63.82,1.80 
FORD,2013,5,74.9,SUM,銀,87000,1,63.82,1.80 
FORD,2013,5,74.9,8891,銀,120000,0,35.78,1.55 
FORD,2013,5,74.9,8891,銀,100000,0,51.8,1.71 
FORD,2013,5,74.9,8891,銀,130000,1,57.14,1.76 
FORD,2013,5,74.9,8891,銀,21000,0,65.15,1.81 
FORD,2013,5,74.9,8891,白,18000,0,26.44,1.42 
FORD,2013,5,74.9,8891,灰,48000,0,48.06,1.68 
FORD,2013,5,74.9,8891,黑,56000,0,54.47,1.74 
FORD,2013,5,74.9,8891,灰,52000,0,47.8,1.68 
FORD,2013,5,74.9,8891,白,21000,0,49.13,1.69 
FORD,2013,5,74.9,8891,黑,29000,0,39.39,1.60 
FORD,2013,5,74.9,8891,灰,30000,0,58.48,1.77 
FORD,2013,5,74.9,8891,銀,88000,0,38.45,1.58 
FORD,2013,5,74.9,8891,灰,20000,0,57.41,1.76 
FORD,2013,5,74.9,8891,灰,80000,1,58.48,1.77 
FORD,2013,5,74.9,8891,銀,37000,0,42.72,1.63 
FORD,2013,5,74.9,8891,黑,73000,0,50.73,1.71 
FORD,2013,5,74.9,8891,黑,20000,0,56.07,1.75 
FORD,2013,5,74.9,8891,灰,34000,0,61.15,1.79 
FORD,2013,5,74.9,8891,銀,8888,0,42.46,1.63 
FORD,2013,5,74.9,8891,銀,75000,0,45.13,1.65 
FORD,2013,5,74.9,8891,銀,65000,1,54.47,1.74 
FORD,2013,5,74.9,8891,銀,30000,0,42.46,1.63 
FORD,2013,5,74.9,8891,黑,21000,0,26.7,1.43 
FORD,2013,5,74.9,8891,黑,70000,0,45.13,1.65 
FORD,2013,5,74.9,8891,銀,45000,0,41.39,1.62 
FORD,2013,5,74.9,8891,銀,36000,1,53.14,1.73 
FORD,2013,5,74.9,8891,黑,20000,0,56.07,1.75 
FORD,2013,5,74.9,8891,銀,59000,0,42.46,1.63 
FORD,2013,5,74.9,8891,銀,130000,1,53.14,1.73 
FORD,2013,5,74.9,8891,銀,100000,0,51.8,1.71 
FORD,2013,5,74.9,8891,黑,56000,0,54.47,1.74 
FORD,2013,5,74.9,Yahoo,白,30000,0,34.45,1.54 
FORD,2013,5,74.9,Yahoo,黑,50708,0,37.12,1.57 
FORD,2013,5,74.9,Yahoo,灰,26296,0,46.73,1.67 
FORD,2013,5,74.9,Yahoo,黑,20822,0,26.7,1.43 
FORD,2013,5,74.9,UCar,其他,64000,0,65.42,1.82 
FORD,2013,5,74.9,UCar,銀,130898,0,57.41,1.76 
FORD,2013,5,74.9,UCar,黑,52300,0,61.42,1.79 
FORD,2013,5,74.9,abc,白,87832,0,57.14,1.76 
FORD,2013,5,74.9,abc,銀,130898,0,57.14,1.76 
FORD,2009,9,64.9,8891,藍,121000,1,50.54,1.70 
FORD,2009,9,64.9,8891,白,100000,0,28.97,1.46 
FORD,2009,9,64.9,8891,藍,121000,1,49,1.69 
FORD,2009,9,64.9,8891,藍,121000,1,49,1.69 
FORD,2009,9,64.9,UCar,白,64403,0,49.31,1.69 
FORD,2009,9,64.9,UCar,藍,121179,0,50.85,1.71 
FORD,2010,8,68.9,8891,白,63000,0,33.09,1.52 
FORD,2010,8,68.9,8891,白,70000,0,43.25,1.64 
FORD,2010,8,68.9,8891,白,76000,0,34.54,1.54 
FORD,2010,8,68.9,8891,白,50000,0,22.93,1.36 
FORD,2010,8,68.9,8891,白,77000,1,35.99,1.56 
FORD,2010,8,68.9,8891,銀,57000,0,38.9,1.59 
FORD,2010,8,68.9,8891,藍,56000,0,30.48,1.48 
FORD,2010,8,68.9,8891,白,60000,0,15.97,1.20 
FORD,2010,8,68.9,8891,白,77000,1,36.28,1.56 
FORD,2010,8,68.9,8891,白,63000,0,50.51,1.70 
FORD,2010,8,68.9,8891,白,88000,0,29.03,1.46 
FORD,2010,8,68.9,8891,白,60000,0,49.06,1.69 
FORD,2010,8,68.9,8891,白,69000,0,28.74,1.46 
FORD,2010,8,68.9,8891,藍,100000,0,38.9,1.59 
FORD,2010,8,68.9,8891,藍,79000,0,35.56,1.55 
FORD,2010,8,68.9,8891,白,30000,0,34.54,1.54 
FORD,2010,8,68.9,8891,白,59000,0,40.35,1.61 
FORD,2010,8,68.9,abc,白,60125,0,36.28,1.56 
FORD,2010,8,68.9,abc,白,77000,0,53.41,1.73 
FORD,2010,8,68.9,abc,藍,62147,0,50.8,1.71 
FORD,2010,8,68.9,abc,藍,75349,0,44.7,1.65 
FORD,2010,8,74.9,8891,藍,47000,0,36.85,1.57 
FORD,2011,7,68.9,8891,藍,60000,0,38.75,1.59 
FORD,2011,7,68.9,8891,藍,64000,0,44.7,1.65 
FORD,2011,7,68.9,8891,藍,64000,0,40.64,1.61 
FORD,2011,7,68.9,8891,藍,52000,0,34.54,1.54 
FORD,2011,7,68.9,8891,藍,64000,0,43.25,1.64 
FORD,2011,7,68.9,8891,藍,61000,0,18.58,1.27 
FORD,2011,7,68.9,8891,藍,75000,1,48.77,1.69 
FORD,2011,7,68.9,8891,藍,60000,0,41.8,1.62 
FORD,2011,7,68.9,8891,綠,75000,0,44.99,1.65 
FORD,2011,7,68.9,8891,藍,75000,0,34.54,1.54 
FORD,2011,7,68.9,8891,藍,35000,0,26.12,1.42 
FORD,2011,7,68.9,8891,藍,68000,0,34.54,1.54 
FORD,2011,7,68.9,8891,黑,103000,0,42.96,1.63 
FORD,2011,7,68.9,8891,白,29000,0,33.09,1.52 
FORD,2011,7,68.9,8891,白,75000,0,46.15,1.66 
FORD,2011,7,68.9,8891,白,80000,0,42.96,1.63 
FORD,2011,7,68.9,8891,綠,88000,0,43.25,1.64 
FORD,2011,7,68.9,8891,白,29000,0,29.03,1.46 
FORD,2011,7,68.9,Yahoo,綠,88000,0,43.25,1.64 
FORD,2011,7,68.9,Yahoo,綠,90000,0,46.15,1.66 
FORD,2011,7,68.9,UCar,其他,88000,0,43.54,1.64 
FORD,2011,7,74.9,8891,紅,90000,0,51.8,1.71 
FORD,2011,7,74.9,8891,白,86000,0,42.46,1.63 
FORD,2011,7,74.9,8891,紅,30000,0,56.07,1.75 
FORD,2011,7,74.9,8891,藍,85000,0,49,1.69 
FORD,2011,7,74.9,8891,藍,88000,1,45.13,1.65 
FORD,2011,7,74.9,8891,藍,80000,0,42.59,1.63 
FORD,2011,7,74.9,8891,藍,88000,0,41.12,1.61 
FORD,2011,7,74.9,8891,紅,72000,0,49.13,1.69 
FORD,2011,7,74.9,8891,藍,88000,0,38.72,1.59 
FORD,2011,7,74.9,8891,藍,88000,0,39.79,1.60 
FORD,2011,7,74.9,8891,紅,120000,0,34.45,1.54 
FORD,2011,7,74.9,UCar,紅,90000,0,52.07,1.72 
FORD,2012,6,70.9,8891,藍,60000,0,26.38,1.42 
FORD,2012,6,70.9,8891,黑,76000,0,26.8,1.43 
FORD,2012,6,70.9,8891,綠,90000,0,46.26,1.67 
FORD,2012,6,70.9,Yahoo,白,42364,0,42.03,1.62 
FORD,2012,6,70.9,Yahoo,白,103800,0,38.08,1.58 
FORD,2012,6,58.8,SUM,灰,154524,0,65.99,1.82 
FORD,2012,6,58.8,SUM,白,87921,0,50.68,1.70 
FORD,2012,6,58.8,8891,銀,90000,0,50.68,1.70 
FORD,2012,6,58.8,8891,黑,33000,0,57.48,1.76 
FORD,2012,6,58.8,8891,灰,73000,0,47.62,1.68 
FORD,2012,6,58.8,8891,白,120000,0,48.98,1.69 
FORD,2012,6,58.8,8891,白,39000,0,42.52,1.63 
FORD,2012,6,58.8,8891,灰,39000,0,47.62,1.68 
FORD,2012,6,58.8,8891,白,50000,0,31.97,1.50 
FORD,2012,6,58.8,8891,白,83000,0,50.68,1.70 
FORD,2012,6,58.8,8891,黑,86000,1,51.02,1.71 
FORD,2012,6,58.8,8891,銀,50000,0,37.07,1.57 
FORD,2012,6,58.8,8891,銀,8888,0,28.57,1.46 
FORD,2012,6,58.8,8891,銀,38000,0,31.97,1.50 
FORD,2012,6,58.8,8891,銀,30000,0,31.46,1.50 
FORD,2012,6,58.8,8891,灰,38000,0,30.61,1.49 
FORD,2012,6,58.8,8891,白,100000,0,50.68,1.70 
FORD,2012,6,58.8,8891,白,100000,0,40.48,1.61 
FORD,2012,6,58.8,8891,銀,71000,0,54.08,1.73 
FORD,2012,6,58.8,8891,灰,120000,0,50.68,1.70 
FORD,2012,6,58.8,8891,黑,33000,0,57.48,1.76 
FORD,2012,6,58.8,8891,銀,55000,0,33.67,1.53 
FORD,2012,6,58.8,Yahoo,銀,89585,1,50.68,1.70 
FORD,2012,6,58.8,Yahoo,白,55555,0,50.68,1.70 
FORD,2012,6,58.8,Yahoo,黑,32124,0,27.04,1.43 
FORD,2012,6,58.8,UCar,白,105376,0,51.02,1.71 
FORD,2012,6,58.8,abc,藍,52274,0,67.69,1.83 
FORD,2012,6,58.8,abc,白,105000,0,50.68,1.70 
FORD,2012,6,64.8,8891,藍,69000,0,22.84,1.36 
FORD,2012,6,64.8,8891,黑,40000,0,30.86,1.49 
FORD,2012,6,64.8,8891,黑,48000,0,52.16,1.72 
FORD,2012,6,64.8,8891,灰,41000,0,36.73,1.57 
FORD,2012,6,64.8,8891,紅,55000,0,55.56,1.74 
FORD,2012,6,64.8,8891,白,38000,0,41.36,1.62 
FORD,2012,6,64.8,8891,白,43000,0,36.73,1.57 
FORD,2012,6,64.8,8891,紅,80000,1,49.85,1.70 
FORD,2012,6,64.8,8891,紅,84000,0,49.07,1.69 
FORD,2012,6,64.8,8891,白,90000,0,41.67,1.62 
FORD,2012,6,64.8,8891,銀,60000,1,36.73,1.57 
FORD,2012,6,64.8,8891,藍,50000,0,25.93,1.41 
FORD,2012,6,64.8,8891,白,40000,0,20.06,1.30 
FORD,2012,6,64.8,8891,白,89000,0,46.3,1.67 
FORD,2012,6,64.8,8891,白,70000,0,39.81,1.60 
FORD,2012,6,64.8,8891,銀,56000,0,36.73,1.57 
FORD,2012,6,64.8,8891,白,62000,0,40.74,1.61 
FORD,2012,6,64.8,8891,紅,84000,0,47.84,1.68 
FORD,2012,6,64.8,8891,紅,84000,0,55.25,1.74 
FORD,2012,6,64.8,8891,灰,35000,0,47.53,1.68 
FORD,2012,6,64.8,8891,白,55000,0,33.95,1.53 
FORD,2012,6,64.8,8891,藍,62000,0,39.81,1.60 
FORD,2012,6,64.8,8891,藍,60000,0,38.43,1.58 
FORD,2012,6,64.8,8891,灰,107000,0,56.79,1.75 
FORD,2012,6,64.8,8891,藍,46000,0,38.27,1.58 
FORD,2012,6,64.8,8891,白,68000,0,59.88,1.78 
FORD,2012,6,64.8,8891,白,77000,0,44.44,1.65 
FORD,2012,6,64.8,8891,白,68000,0,59.88,1.78 
FORD,2012,6,64.8,8891,藍,92000,0,38.58,1.59 
FORD,2012,6,64.8,8891,藍,36000,0,56.79,1.75 
FORD,2012,6,64.8,8891,藍,36000,0,55.25,1.74 
FORD,2012,6,64.8,8891,白,53000,0,57.87,1.76 
FORD,2012,6,64.8,8891,白,120000,0,46.3,1.67 
FORD,2012,6,64.8,8891,灰,69000,0,45.99,1.66 
FORD,2012,6,64.8,8891,藍,36000,0,45.99,1.66 
FORD,2012,6,64.8,8891,銀,44000,0,55.25,1.74 
FORD,2012,6,64.8,8891,灰,85000,0,57.1,1.76 
FORD,2012,6,64.8,8891,白,79000,0,56.79,1.75 
FORD,2012,6,64.8,8891,藍,120000,0,52.16,1.72 
FORD,2012,6,64.8,8891,藍,36000,0,59.88,1.78 
FORD,2012,6,64.8,8891,白,63000,0,38.58,1.59 
FORD,2012,6,64.8,8891,白,36000,0,32.1,1.51 
FORD,2012,6,64.8,8891,灰,30000,0,38.58,1.59 
FORD,2012,6,64.8,8891,白,60000,0,45.99,1.66 
FORD,2012,6,64.8,8891,黑,70000,0,44.75,1.65 
FORD,2012,6,64.8,8891,白,29000,0,43.21,1.64 
FORD,2012,6,64.8,8891,白,38000,0,41.36,1.62 
FORD,2012,6,64.8,8891,紅,55000,0,55.56,1.74 
FORD,2012,6,64.8,8891,灰,41000,0,36.73,1.57 
FORD,2012,6,64.8,8891,白,53000,0,57.87,1.76 
FORD,2012,6,64.8,Yahoo,紅,84000,0,47.84,1.68 
FORD,2012,6,64.8,Yahoo,白,64686,0,42.44,1.63 
FORD,2012,6,64.8,Yahoo,橙,35757,0,32.25,1.51 
FORD,2012,6,64.8,Yahoo,白,49146,0,29.01,1.46 
FORD,2012,6,64.8,UCar,白,60317,0,37.04,1.57 
FORD,2012,6,64.8,UCar,白,39702,0,63.27,1.80 
